UNIQUE_ID,Hire
245181475,1
239610576,1
244936722,1
245255599,1
245114667,1
245134472,1
245095602,1
245087299,1
244984666,1
245119120,1
245124821,1
245185113,1
244953979,1
245135068,1
244954960,1
245072831,1
245051416,1
245109114,1
245114650,1
245175597,1
245235497,1
245125157,1
245127936,1
245124740,1
245116664,1
241092454,1
126186263,1
245085229,1
245129649,1
245148619,1
242882075,1
245080503,1
245136246,1
244940102,1
245014647,1
245011479,1
245118684,1
245146740,1
245230833,1
245075032,1
245192569,1
245091492,1
244946502,1
245041333,1
245202492,1
245195504,1
245067678,1
245202932,1
245216267,1
245113960,1
245231439,1
245050553,1
245048150,1
245117471,1
245225855,1
245108318,1
229905162,1
245134725,1
244969026,1
245092129,1
245064148,1
245152331,1
240061250,1
245187838,1
245085340,1
245119703,1
245186728,1
245174356,1
245216857,1
221400030,1
243052588,1
244984721,1
125028230,1
235562614,1
245277883,1
245127307,1
245171531,1
245081153,1
245021228,1
245161299,1
245106815,1
245085940,1
245109844,1
245175044,1
244982051,1
242971061,1
245106669,1
245141794,1
245212307,1
245040488,1
245267706,1
245075803,1
122773960,1
244967234,1
245122787,1
245064642,1
245089854,1
245179913,1
245074682,1
245147681,1
245073377,1
245010527,1
245125071,1
245098106,1
245259113,1
243009966,1
245190737,1
245221512,1
245134522,1
245154622,1
245243020,1
245145232,1
245107170,1
245220483,1
245050367,1
245144422,1
239067290,1
245187810,1
244956854,1
245047913,1
245113922,1
245252129,1
245014871,1
245169754,1
245135671,1
245074281,1
244957163,1
245222270,1
241678991,1
245073705,1
245140686,1
245240740,1
238720469,1
240362379,1
245060970,1
245094053,1
244977803,1
245187004,1
245206971,1
245252280,1
232579258,1
245181771,1
245037996,1
244998736,1
244936350,1
245067122,1
245028109,1
245205015,1
245065637,1
244963500,1
245060086,1
245196538,1
245117486,1
243179072,1
245109764,1
245191124,1
121638744,1
245236757,1
245002178,1
245207949,1
245067068,1
245087317,1
245096861,1
245208479,1
245078434,1
245033338,1
245152617,1
245191255,1
245202131,1
245165370,1
242246793,1
245155926,1
245205287,1
245089610,1
245150214,1
245090520,1
244993302,1
245150279,1
244762809,1
245078999,1
234569735,1
244797505,1
245207664,1
245170527,1
245134696,1
244973608,1
245080143,1
245117359,1
245170137,1
245172978,1
245091221,1
245118423,1
245091691,1
245090473,1
238233850,1
245181480,1
123076985,1
245144704,1
236256324,1
245237284,1
228615774,1
244961466,1
245061210,1
242790065,1
245061426,1
245206522,1
245042256,1
244948376,1
245156067,1
245103651,1
244985666,1
245231599,1
235944592,1
245118814,1
245135338,1
245222868,1
245169738,1
244242718,1
245146287,1
245090144,1
241891531,1
245017985,1
245138831,1
245073240,1
123184668,1
245242204,1
245118023,1
245041649,1
245060055,1
245136184,1
245084897,1
236248808,1
245120372,1
235093889,1
244930667,1
245047653,1
245116708,1
245154603,1
245047098,1
245205120,1
245097386,1
245167363,1
245130587,1
245065026,1
244987969,1
245196918,1
245166762,1
245138725,1
245087122,1
245043777,1
245201581,1
245047872,1
245120392,1
245162135,1
245088777,1
122181336,1
245065788,1
244964459,1
245255130,1
245082032,1
232439390,1
245208089,1
245093346,1
245122905,1
241793656,1
240204764,1
245161169,1
245067471,1
245097023,1
245252609,1
245033630,1
245139485,1
245251418,1
245217109,1
245021713,1
245198458,1
245064784,1
245102091,1
245216887,1
245252260,1
128532209,1
245226459,1
245161482,1
245122419,1
245138191,1
244977850,1
245164253,1
245196208,1
244997505,1
245176806,1
245057402,1
245140623,1
245171726,1
245093227,1
245150887,1
245140220,1
121953360,1
245179804,1
245166767,1
245046588,1
245036780,1
245230699,1
245113114,1
245247256,1
245131000,1
245205747,1
245150432,1
242129605,1
245142086,1
245159588,1
245014942,1
244985764,1
244956242,1
245067450,1
233048109,1
245151287,1
245225046,1
245156089,1
245140745,1
245161993,1
245123604,1
245196374,1
245066239,1
245093945,1
245124580,1
245190910,1
245192848,1
245061918,1
245084724,1
245037789,1
245038005,1
245061207,1
245085101,1
245174423,1
242843929,1
123437967,1
244931198,1
245140224,1
245159960,1
242291086,1
245247439,1
245056028,1
245120903,1
245127759,1
239439734,1
245121180,1
240674542,1
245155947,1
245208325,1
245093550,1
245069812,1
245212369,1
245093196,1
245147019,1
235895677,1
241596047,1
244256659,1
245146885,1
245162341,1
245156412,1
245194451,1
245119636,1
245224560,1
245071246,1
245109402,1
237271787,1
245140943,1
245122193,1
245144803,1
245186493,1
244987529,1
245048395,1
245145042,1
244931028,1
245224891,1
245171185,1
245035593,1
245041388,1
245080700,1
245117338,1
245176449,1
245156232,1
245262908,1
245067578,1
245155432,1
245091511,1
245124326,1
245226688,1
245171114,1
231316963,1
245160307,1
245061014,1
245129996,1
245073783,1
244981928,1
245080593,1
245127952,1
245229323,1
245070807,1
245190894,1
245207890,1
242922263,1
238696423,1
245156058,1
245219383,1
245122398,1
245044356,1
245085137,1
245030691,1
244169670,1
244988205,1
245174597,1
245051324,1
245107110,1
245171692,1
244964945,1
245123333,1
245226891,1
244277622,1
245021850,1
245155695,1
245041517,1
244987619,1
245120940,1
245107285,1
245075009,1
245129317,1
245200959,1
245133730,1
245100408,1
245169673,1
245207165,1
235890812,1
244967661,1
123172385,1
244944520,1
245155707,1
245251766,1
245101153,1
245219223,1
245028247,1
245124874,1
245070813,1
242180092,1
245085379,1
245114580,1
244957715,1
245097642,1
245043129,1
245100523,1
245115075,1
128056006,1
245176733,1
245179910,1
245116376,1
245076352,1
245107770,1
245082308,1
245012439,1
245070668,1
236247410,1
245022833,1
245245110,1
245167432,1
245114491,1
245129377,1
245051329,1
245150314,1
245087223,1
245109218,1
245079388,1
245130237,1
245226067,1
245122312,1
245128464,1
245180938,1
245159604,1
245254600,1
245074848,1
245176018,1
244968548,1
245278411,1
244964597,1
244983010,1
245089362,1
122369165,1
245212741,1
245113526,1
245230656,1
245230977,1
245079332,1
245261109,1
245190028,1
223699200,1
245048477,1
245030186,1
245093334,1
245075734,1
245187557,1
242977376,1
231855156,1
245192112,1
124901647,1
245141340,1
245087624,1
245113639,1
245264514,1
124985082,1
245108449,1
244987651,1
245051489,1
245098090,1
244964786,1
245187093,1
245256028,1
245057166,1
245246377,1
245079098,1
244930781,1
245226120,1
244933794,1
244945447,1
245241642,1
125092751,1
245128985,1
244334408,1
245107550,1
245097030,1
245140636,1
245115128,1
245170535,1
245084788,1
245200991,1
245205368,1
241665246,1
244986043,1
245064965,1
245123538,1
244988097,1
245230474,1
245059742,1
245056800,1
245192846,1
245068278,1
245186049,1
245081608,1
245152705,1
241255734,1
245096689,1
245229149,1
245241474,1
245156124,1
245005546,1
240019554,1
244967871,1
231595625,1
245066309,1
240384991,1
245021824,1
244973717,1
233995410,1
245031467,1
245090896,1
245016196,1
245172910,1
245140334,1
245212860,1
245048041,1
244989354,1
239280277,1
245186480,1
245213749,1
245062316,1
245141007,1
245081230,1
245140585,1
245103244,1
245146406,1
245156732,1
245109529,1
245121012,1
245060592,1
245222606,1
245152712,1
245087253,1
245043700,1
244968095,1
245035416,1
245203040,1
245085976,1
245101531,1
243411946,1
245100354,1
245205218,1
245216485,1
245152431,1
129477105,1
245073230,1
245231726,1
245141266,1
245052255,1
245060551,1
245076253,1
242265546,1
245171422,1
245195418,1
245085350,1
244959495,1
245081248,1
245206550,1
245160514,1
244929932,1
244985227,1
241411185,1
245126833,1
126007443,1
240261278,1
245127138,1
245066685,1
123852080,1
245171499,1
245136733,1
245047378,1
245229020,1
129161617,1
245123335,1
245063904,1
124621507,1
245065895,1
245085381,1
232425493,1
245035564,1
245226061,1
245116930,1
245116968,1
245175605,1
245135827,1
245202234,1
239474933,1
245175066,1
245113392,1
245011544,1
245122310,1
244930818,1
245002975,1
245149971,1
124682173,1
245113083,1
245108955,1
245213755,1
244960493,1
245246381,1
245130595,1
245205873,1
244987909,1
230177111,1
245098322,1
245108959,1
122590365,1
241553650,1
245170498,1
245180340,1
244519934,1
245102058,1
245176277,1
245100430,1
245187397,1
245002512,1
244975112,1
245180725,1
245227768,1
245116564,1
245141179,1
244994904,1
245145842,1
245170901,1
245067180,1
245114523,1
244987431,1
245211902,1
245177289,1
245141189,1
245134970,1
245237149,1
245206667,1
244959554,1
245043725,1
245074708,1
245073758,1
227117606,1
245091226,1
245101926,1
245073261,1
245095777,1
245196076,1
245106722,1
245113092,1
245173189,1
245180077,1
233243321,1
241427297,1
245097521,1
239512149,1
245066035,1
245118383,1
245100351,1
245161235,1
244981584,1
245083894,1
125857499,1
245102812,1
245203329,1
245206670,1
245220684,1
245175729,1
245083899,1
244149863,1
245139317,1
125736637,1
245040289,1
245177393,1
245195860,1
245006211,1
244944634,1
245112148,1
232295671,1
125652130,1
245142309,1
245031795,1
245056367,1
245101924,1
245089077,1
245091697,1
245119013,1
244935360,1
244629031,1
244984990,1
245144949,1
245080148,1
245160188,1
245041848,1
245256148,1
245133532,1
245202905,1
228365169,1
245139839,1
245248495,1
245196446,1
245127268,1
245184490,1
245119463,1
245130601,1
245177193,1
245170509,1
244955263,1
245037735,1
245048211,1
245146550,1
244985780,1
245000497,1
120606170,1
245011008,1
245138556,1
245103573,1
126081686,1
124928398,1
236428235,1
242938701,1
245264325,1
245037060,1
245142043,1
245186678,1
240764806,1
245100136,1
244965314,1
245059583,1
245211118,1
245112420,1
244738945,1
245165249,1
245089141,1
245121005,1
245109472,1
245120838,1
245107646,1
235384583,1
244967967,1
245114465,1
124627996,1
244963197,1
245216795,1
245151636,1
245123537,1
245173002,1
245178624,1
245031549,1
245140756,1
245196790,1
244922410,1
245118798,1
245187705,1
245047745,1
245197287,1
245191039,1
245170685,1
245170549,1
245198486,1
245152751,1
245166127,1
245152181,1
245176908,1
242468404,1
245185675,1
244965040,1
245211814,1
245026053,1
245146408,1
245103289,1
244231855,1
245136238,1
245151143,1
245128723,1
245087440,1
244964284,1
245166152,1
245167380,1
245086319,1
245150553,1
244964674,1
245033641,1
245064506,1
241335589,1
245007355,1
245226281,1
245144743,1
245115131,1
245117167,1
243173021,1
245247454,1
245096683,1
245099705,1
244964757,1
244940560,1
245229103,1
245155605,1
245057597,1
245123750,1
245133624,1
245042066,1
245217078,1
245117275,1
245084894,1
245237160,1
245144002,1
245155877,1
244154418,1
240788520,1
245141898,1
245120380,1
245150901,1
245187622,1
245135058,1
245075574,1
245181440,1
240065100,1
235501020,1
245073284,1
245212492,1
245084165,1
244418625,1
245114154,1
245062166,1
245118252,1
245135352,1
244984511,1
245136772,1
245124796,1
241982151,1
245112638,1
245261406,1
245170974,1
245150868,1
242791077,1
245060833,1
245036012,1
245192889,1
239474138,1
232121707,1
231615474,0
245225283,0
125594054,0
232621120,0
244991647,0
245185380,0
245096151,0
245026619,0
244961199,0
245085194,0
245229461,0
245192188,0
245206968,0
245061530,0
245015823,0
245191383,0
245098533,0
245015148,0
245219956,0
245119643,0
245204977,0
245026002,0
245186977,0
245268078,0
245023532,0
245094068,0
245230120,0
245171693,0
235264448,0
121734656,0
245085433,0
244967670,0
245107641,0
245122304,0
245264854,0
245242755,0
244991167,0
226381273,0
245198315,0
245196443,0
241986635,0
245195035,0
245080520,0
245141551,0
244960688,0
245100898,0
245202774,0
245226141,0
245135578,0
231415841,0
245139162,0
234973763,0
245151808,0
245167774,0
245096120,0
245073955,0
242971856,0
245171593,0
245094067,0
245207928,0
245113575,0
245166592,0
241995384,0
245225261,0
244957600,0
244945087,0
245094164,0
245060967,0
245057242,0
245160608,0
244982626,0
236796233,0
125984614,0
245178847,0
245105628,0
245050623,0
239173408,0
245046720,0
245084645,0
245032916,0
245112206,0
244967460,0
235137680,0
245036746,0
239583219,0
244959938,0
245064301,0
245030127,0
245169510,0
245220226,0
244995123,0
244958839,0
244992910,0
245035199,0
245084500,0
245085490,0
245023516,0
244945589,0
245144452,0
125329969,0
245052007,0
245274271,0
245202022,0
234596175,0
245100055,0
245008235,0
245247172,0
245175413,0
243391758,0
245074836,0
245022456,0
245111982,0
245033005,0
245142020,0
244968611,0
245181078,0
245117360,0
240008381,0
245191877,0
241774483,0
245060802,0
245226461,0
244935805,0
244961587,0
235593398,0
245109100,0
245051900,0
245166261,0
245192771,0
245116833,0
133910211,0
245179347,0
245057767,0
245052570,0
245133853,0
244163154,0
245165790,0
244964512,0
245171841,0
245167396,0
244998858,0
245122791,0
245186537,0
245212797,0
232417855,0
245155989,0
245162263,0
244937136,0
240572063,0
241590422,0
245115005,0
245119568,0
245073402,0
245207393,0
245127407,0
245261354,0
245130791,0
245139710,0
245081195,0
231025818,0
245001973,0
245154953,0
242288245,0
245046316,0
245224795,0
245114880,0
245148232,0
245224739,0
245133746,0
244935111,0
244937351,0
245129209,0
245096878,0
245140781,0
245166714,0
245108549,0
245150844,0
245086075,0
242521272,0
245008120,0
245206276,0
245113043,0
245260439,0
245260360,0
245092816,0
245075073,0
245059991,0
245208539,0
245033144,0
244965338,0
245086817,0
244049660,0
245112222,0
245152065,0
231577651,0
245115076,0
245096766,0
244950168,0
244662308,0
245185561,0
244998661,0
245196796,0
245042622,0
245043553,0
245144693,0
245245395,0
245012886,0
245179112,0
244982410,0
245169787,0
245078756,0
245102007,0
245181016,0
245091951,0
245133544,0
243026936,0
245057316,0
245165734,0
245166680,0
245151354,0
242758897,0
245195133,0
245175161,0
245179789,0
236698490,0
245187519,0
245043116,0
245254661,0
245081120,0
245086156,0
128131161,0
244956008,0
245032461,0
245175423,0
244953027,0
245207344,0
245178750,0
245256600,0
229824893,0
245187516,0
245174649,0
245106871,0
238849888,0
245155312,0
244410361,0
245012501,0
245086023,0
245051308,0
245005321,0
245060099,0
245180139,0
245160450,0
245055023,0
244985047,0
120075759,0
233263815,0
244848623,0
244292501,0
245079142,0
245200691,0
245167147,0
245216205,0
245242303,0
245001660,0
245007964,0
245235495,0
244947916,0
245124554,0
245136607,0
245170368,0
245205624,0
245254444,0
245130635,0
245152671,0
245161977,0
245052715,0
245179298,0
245037991,0
245041314,0
245061753,0
245090239,0
245017414,0
245155431,0
245111704,0
245064689,0
244942310,0
245128148,0
245225600,0
245060040,0
240552567,0
245066132,0
245134095,0
245012812,0
239567941,0
243405074,0
245061568,0
245120470,0
241109731,0
245219245,0
245179128,0
245074029,0
245093453,0
245032067,0
245151303,0
245225545,0
245057257,0
230702492,0
244290605,0
245096579,0
245087708,0
245087592,0
244981925,0
245154282,0
245140604,0
244961057,0
122813298,0
245241743,0
245241103,0
245085023,0
245222781,0
242123170,0
239789003,0
245112344,0
240843434,0
241817275,0
230257297,0
243422421,0
243092191,0
245216653,0
245081327,0
245061861,0
245115341,0
245151114,0
245091936,0
245112728,0
244956938,0
245063682,0
244963164,0
245102196,0
245185209,0
245080295,0
223891829,0
245097156,0
233207928,0
245172739,0
245171396,0
245075090,0
245180894,0
245159883,0
234416884,0
245220402,0
245097608,0
245191598,0
244973741,0
245229148,0
245085596,0
241960045,0
245151381,0
245156413,0
125354354,0
245128884,0
245150957,0
245032229,0
245026037,0
245098289,0
245090471,0
245213509,0
245120912,0
238101308,0
245127707,0
245146910,0
244988989,0
245037526,0
245207900,0
234622756,0
239634464,0
245112933,0
245074268,0
245256970,0
245064606,0
245160525,0
245155093,0
245117218,0
245151623,0
245231802,0
245091861,0
245013875,0
245146219,0
245118389,0
245152883,0
245166242,0
245100202,0
245067806,0
245108253,0
245207788,0
242261172,0
245109315,0
121280206,0
245103686,0
244963803,0
245220727,0
244989776,0
245161496,0
245060249,0
245145502,0
245084624,0
245125019,0
245145157,0
241798168,0
245034949,0
238475118,0
245109457,0
244989845,0
234317947,0
244956548,0
244945196,0
241840660,0
245180819,0
245237394,0
244954035,0
244973486,0
245114847,0
245177228,0
244992620,0
245047832,0
125388949,0
245043563,0
245010579,0
241373224,0
244935669,0
245092727,0
245133847,0
245074136,0
244950003,0
232487774,0
245100492,0
243359684,0
245254782,0
245133666,0
245207622,0
244986095,0
232320128,0
245250893,0
245192712,0
241829949,0
244932780,0
245177015,0
245201938,0
245021537,0
245180439,0
244954480,0
245047453,0
245179923,0
245119223,0
244982432,0
239470277,0
245201215,0
245247588,0
245164574,0
245030976,0
245061023,0
230985504,0
244973376,0
245175315,0
245140727,0
245154295,0
245030673,0
245190675,0
245181937,0
245114158,0
245091347,0
245144110,0
245032961,0
245129318,0
245164523,0
245084444,0
245009137,0
245150929,0
245022765,0
245216367,0
245246002,0
245103431,0
245107744,0
245139808,0
126237468,0
245086408,0
245127990,0
245124901,0
245041436,0
245109070,0
245012655,0
245123511,0
245147704,0
245141320,0
245205872,0
245016283,0
232300072,0
245121971,0
245274386,0
245080519,0
245046356,0
245146502,0
245188321,0
245091541,0
241918818,0
245023117,0
244964754,0
245101670,0
245002239,0
240552346,0
245124865,0
245135377,0
244456147,0
245074237,0
245172865,0
245256472,0
245229412,0
245230784,0
245202936,0
245206433,0
245036779,0
245030670,0
245093581,0
245118097,0
244973687,0
245107141,0
245118395,0
245095956,0
245041946,0
245241027,0
245129619,0
245202667,0
245069561,0
245090795,0
242701989,0
245202601,0
245150348,0
245051869,0
244942102,0
245134802,0
245181278,0
245219596,0
245198971,0
245199044,0
242188546,0
245226345,0
245172585,0
245192684,0
245087156,0
245248745,0
244948305,0
245073537,0
245205410,0
245140866,0
230765516,0
245098206,0
245081525,0
245089635,0
245152535,0
245100816,0
245250765,0
241584254,0
245113597,0
244952880,0
245055561,0
245171170,0
245090400,0
245006306,0
245089503,0
245089708,0
244998849,0
234923118,0
245247459,0
245130042,0
242488466,0
245156010,0
245197190,0
244963250,0
242806835,0
245156612,0
245060640,0
245216837,0
122558527,0
245150741,0
245003436,0
244954629,0
245170080,0
245032943,0
238621378,0
245194874,0
244565048,0
245052904,0
242301971,0
245093341,0
244941091,0
244952906,0
245113460,0
245096473,0
245150592,0
245064598,0
245119710,0
240101779,0
244961453,0
245246877,0
245151791,0
125237367,0
245046454,0
245155518,0
245177051,0
245101449,0
245170710,0
241658019,0
244936678,0
245205124,0
244987714,0
245255189,0
245235335,0
245022065,0
245146365,0
245033540,0
245090277,0
245079631,0
245087423,0
245252182,0
245122410,0
245041899,0
245118273,0
238279727,0
245252169,0
245190787,0
245251641,0
239031344,0
245066388,0
245112963,0
245136296,0
245118453,0
245165299,0
245240017,0
245089960,0
245121728,0
245084401,0
245108003,0
242196579,0
245074086,0
245085027,0
232817673,0
245000430,0
244944677,0
245075354,0
245199141,0
245059313,0
244978580,0
244941406,0
245201797,0
245174854,0
245123100,0
245180089,0
244945818,0
245101605,0
245207750,0
245246968,0
245185367,0
244953974,0
245185960,0
245133964,0
245180279,0
245118882,0
245161039,0
245096268,0
245100745,0
245152377,0
239510958,0
245150052,0
245074781,0
245107217,0
245073348,0
245219469,0
245205740,0
245074400,0
245121494,0
244962788,0
232228141,0
229966157,0
245130013,0
245091243,0
245128274,0
245245339,0
245078767,0
244972286,0
245037781,0
245102932,0
235475168,0
245063389,0
245269761,0
245236393,0
245165251,0
245107593,0
244968934,0
245063868,0
245184952,0
245235202,0
245051138,0
233953832,0
242442413,0
245260480,0
245120591,0
245056384,0
245170713,0
245146183,0
245226474,0
245144600,0
245229389,0
245097154,0
245080023,0
245043520,0
245173085,0
245169410,0
245242085,0
245080312,0
245152191,0
245159806,0
245252532,0
245040835,0
245084090,0
245181738,0
245060567,0
244964866,0
245147039,0
234625315,0
245016686,0
245078565,0
125203157,0
245122625,0
245146753,0
245220239,0
245086741,0
245241740,0
243360854,0
245062205,0
245181756,0
245100424,0
245037321,0
244960543,0
245055109,0
244968407,0
245038356,0
245139130,0
125521028,0
245112571,0
245123847,0
245087239,0
245127156,0
245167001,0
238425165,0
245036486,0
245090787,0
244978941,0
245037592,0
245152473,0
245136104,0
244949631,0
245108719,0
245035555,0
245170988,0
244980762,0
245207849,0
245151275,0
245201275,0
245201579,0
230276302,0
245196193,0
241794266,0
245205853,0
245162284,0
245075748,0
245196172,0
122883674,0
245259279,0
245129336,0
245151535,0
245201090,0
128601644,0
245169755,0
245121376,0
245125053,0
245017841,0
245140094,0
245067304,0
245129244,0
245196496,0
245226193,0
245106823,0
245091726,0
245065075,0
245128153,0
245033331,0
245194959,0
245252764,0
245211823,0
245234641,0
243030975,0
245093276,0
245240363,0
245185835,0
245052320,0
245086374,0
245118006,0
245124335,0
245042580,0
245174884,0
244286331,0
245002813,0
244964621,0
245142238,0
245086472,0
242594670,0
244894953,0
244988033,0
245180277,0
245174611,0
233968011,0
244967034,0
245176103,0
244979023,0
245154486,0
238465003,0
245207096,0
245123647,0
242998488,0
240880229,0
245255547,0
245043801,0
245040558,0
245178893,0
245130673,0
244909050,0
245119476,0
245229080,0
244954193,0
245091455,0
245112739,0
235440469,0
245107606,0
245199183,0
245047166,0
245211665,0
245202890,0
245122170,0
245212568,0
244917891,0
237637272,0
245040501,0
245186294,0
245187396,0
245226499,0
245128977,0
241500563,0
245241848,0
245219180,0
245096597,0
245044396,0
245101773,0
245055627,0
244999025,0
241808166,0
245085657,0
245221012,0
237781221,0
245202067,0
245127441,0
245202214,0
230044120,0
245202457,0
245145579,0
245120501,0
245123814,0
245041630,0
245141549,0
245156599,0
123005167,0
245206266,0
244991125,0
245235743,0
245044435,0
244972267,0
245229179,0
244533694,0
244977383,0
245116613,0
244989604,0
245096767,0
245074816,0
245085559,0
245098542,0
244957504,0
245160769,0
239394100,0
245145500,0
245219861,0
245150192,0
244985872,0
245196978,0
245118667,0
129236840,0
245260675,0
245133607,0
245139897,0
238585319,0
122810275,0
245144562,0
244972216,0
245013968,0
245157299,0
245062199,0
238872295,0
122486436,0
245001425,0
245118260,0
245070148,0
231047809,0
241220162,0
245269215,0
245035346,0
245108951,0
245063581,0
245097228,0
244947722,0
245171707,0
245176479,0
245174637,0
245154366,0
244977675,0
245052495,0
245117013,0
245092091,0
245045668,0
245127689,0
245160871,0
244989621,0
245010243,0
245177600,0
245236878,0
245192990,0
245096727,0
245021376,0
245216787,0
239601948,0
245091295,0
244984840,0
244988909,0
245152512,0
245196515,0
245207131,0
245206144,0
245086101,0
245098358,0
245122658,0
245033187,0
125637261,0
244966244,0
230510806,0
245135734,0
244945959,0
245180993,0
245145242,0
245037672,0
245252211,0
245099000,0
244956347,0
245248101,0
245095918,0
244997072,0
123305025,0
245113645,0
245181416,0
244960559,0
245111803,0
245167141,0
128668065,0
245147024,0
245109906,0
245213911,0
245098061,0
245172178,0
245070671,0
245186112,0
129090216,0
244966914,0
245134457,0
245142107,0
245090219,0
245102528,0
244588530,0
245092246,0
245037442,0
244985008,0
245060681,0
226725426,0
245155678,0
245113613,0
245154493,0
245221598,0
245115218,0
244954494,0
245190921,0
245152666,0
244994659,0
245171549,0
245092118,0
245162029,0
245027842,0
125746000,0
245173300,0
245074901,0
245146571,0
244961124,0
241013620,0
245186409,0
245141516,0
229999012,0
245178745,0
245160706,0
130673714,0
245096001,0
245109224,0
245145198,0
245244735,0
245103618,0
245205891,0
245027211,0
245002399,0
244950844,0
245039419,0
245195558,0
239016741,0
245070234,0
245096593,0
245140681,0
245081002,0
245159824,0
245108961,0
245211300,0
245080585,0
245166324,0
245236012,0
245202470,0
245205581,0
245057464,0
242575537,0
242331177,0
244964867,0
245112955,0
244971834,0
245170811,0
244954071,0
245023223,0
245013840,0
245033117,0
245102496,0
245046266,0
245129327,0
245156872,0
245063824,0
245130788,0
245041843,0
245107518,0
231733959,0
245113044,0
245190294,0
243866115,0
245185056,0
244974543,0
245100801,0
245231409,0
245064424,0
245098446,0
245165681,0
245074697,0
228411684,0
245080246,0
245160246,0
245064449,0
245180098,0
245036031,0
245092130,0
245093012,0
245082142,0
245097376,0
245102412,0
245252212,0
245025486,0
242583134,0
245073628,0
245035662,0
245166636,0
245145699,0
245265140,0
245079994,0
245113588,0
245202221,0
245181576,0
245111600,0
245229722,0
245185718,0
245120341,0
233098238,0
245146648,0
245205838,0
245042444,0
245191639,0
245080721,0
245228741,0
245226779,0
245145746,0
245078913,0
244953133,0
245205961,0
245164664,0
239426977,0
245185719,0
245184973,0
245191350,0
245102487,0
245134003,0
245060428,0
